narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P10_04_380,P10,P10_04,40:42.4,39:42.1,39:47.9,142923,143275,keep on searching,search,48,water,27,['water'],[27]
P10_04_382,P10,P10_04,40:56.7,39:54.6,39:59.9,143674,143995,searching,search,48,water,27,['water'],[27]
P10_04_383,P10,P10_04,40:57.7,39:59.1,40:03.2,143944,144189,searching,search,48,water,27,['water'],[27]
P10_04_384,P10,P10_04,41:05.5,40:23.5,40:55.1,145411,147306,searching,search,48,water,27,['water'],[27]
P10_04_385,P10,P10_04,41:22.5,41:03.6,41:06.5,147817,147987,open the cover of the top left pot,open,3,cover,89,"['cover', 'pot:left']","[89, 29]"
P10_04_386,P10,P10_04,41:35.8,41:16.5,41:19.9,148590,148791,put the cover onto the white pot,put-onto,1,cover,89,"['cover', 'pot:white']","[89, 29]"
P10_04_387,P10,P10_04,41:43.7,41:22.3,41:30.2,148938,149410,waiting,wait,72,cover,89,['cover'],[89]
P10_04_388,P10,P10_04,41:14.0,41:22.9,41:32.3,148972,149540,searching,search,48,cover,89,['cover'],[89]
P10_04_389,P10,P10_04,41:50.2,41:29.5,41:32.8,149369,149565,grab a chopstick,grab,0,chopstick,80,['chopstick'],[80]
P10_04_39,P10,P10_04,04:44.7,04:49.7,04:54.7,17379,17680,get the plate from the cabinet,get-from,0,plate,2,"['plate', 'cabinet']","[2, 3]"
P10_04_390,P10,P10_04,41:52.0,41:33.0,41:51.4,149578,150687,mix the sprout with the water,mix-with,10,sprout,258,"['sprout', 'water']","[258, 27]"
P10_04_391,P10,P10_04,42:11.3,41:52.4,41:53.8,150741,150828,put down the chopstick,put-down,1,chopstick,80,['chopstick'],[80]
P10_04_392,P10,P10_04,42:18.4,41:54.0,42:01.4,150842,151281,looking around,look,38,cabbage,224,['cabbage'],[224]
P10_04_393,P10,P10_04,42:21.6,42:01.2,42:06.7,151274,151602,looking around,look,38,hob,24,['hob'],[24]
P10_04_394,P10,P10_04,42:22.6,42:07.8,42:19.3,151668,152361,looking around,look,38,kitchen,157,['kitchen'],[157]
P10_04_395,P10,P10_04,42:30.4,42:20.4,42:26.1,152427,152766,looking around,look,38,kitchen,157,['kitchen'],[157]
P10_04_396,P10,P10_04,42:31.4,42:26.2,42:36.2,152772,153374,walking around doing nothing,walk-around,67,kitchen,157,['kitchen'],[157]
P10_04_397,P10,P10_04,42:41.9,42:36.3,42:38.6,153376,153517,open the cupboard of top left pot,open,3,cupboard,3,"['cupboard', 'pot:left']","[3, 29]"
P10_04_398,P10,P10_04,43:02.0,42:40.9,42:44.9,153654,153895,open the cupboard of bottom left pot,open,3,cupboard,3,"['cupboard', 'pot:left']","[3, 29]"
P10_04_399,P10,P10_04,43:05.8,42:45.1,42:54.8,153904,154485,use the chopstick to mix the sprout with the water,mix-with,10,chopstick,80,"['chopstick', 'sprout', 'water']","[80, 258, 27]"
P10_04_4,P10,P10_04,00:33.9,00:39.1,00:42.2,2345,2531,get the cutting board,get,0,board:cutting,18,['board:cutting'],[18]
P10_04_40,P10,P10_04,04:49.5,04:54.4,04:58.7,17667,17925,get the glass bowl from the cabinet,get,0,bowl:glass,7,"['bowl:glass', 'cabinet']","[7, 3]"
P10_04_400,P10,P10_04,43:13.7,42:55.3,42:56.7,154518,154602,put the chop stick into the glass bowl,put-into,5,stick:chop,80,"['stick:chop', 'bowl:glass']","[80, 7]"
P10_04_401,P10,P10_04,43:16.3,42:56.8,42:59.4,154608,154763,switch on the stove on bottom right,switch-on,6,stove,24,['stove'],[24]
P10_04_402,P10,P10_04,43:23.8,43:01.8,43:05.1,154905,155104,put the olive oil into the pot,put-into,5,oil:olive,31,"['oil:olive', 'pot']","[31, 29]"
P10_04_403,P10,P10_04,43:35.7,43:07.3,43:18.1,155236,155887,switch on the cover of bottom left the pot,switch-on,6,cover:bottom,6,"['cover:bottom', 'pot']","[6, 29]"
P10_04_404,P10,P10_04,43:38.5,43:17.8,43:19.2,155867,155952,switch heat off,switch-off,8,heat,65,['heat'],[65]
P10_04_405,P10,P10_04,43:48.5,43:38.0,43:39.4,157080,157164,check the quality of the cooked sprout,check,24,sprout:cooked,258,['sprout:cooked'],[258]
P10_04_406,P10,P10_04,43:52.2,43:42.0,43:44.6,157320,157476,put the sprout into the bottom right pot,put-into,5,sprout,258,"['sprout', 'pot:right']","[258, 29]"
P10_04_407,P10,P10_04,43:59.3,43:47.2,43:50.8,157632,157846,using chopsticks put more sprout into the bottom right pot,put-into,5,chopstick,80,"['chopstick', 'sprout:more', 'pot:right']","[80, 258, 29]"
P10_04_408,P10,P10_04,44:07.5,43:51.3,43:54.9,157875,158092,using chopsticks put all of the sprout into the bottom right pot,put-into,5,chopstick,80,"['chopstick', 'sprout', 'pot:right']","[80, 258, 29]"
P10_04_41,P10,P10_04,04:53.5,04:59.7,05:03.7,17983,18220,put the glass bowl into the sink,put-into,5,bowl:glass,7,"['bowl:glass', 'sink']","[7, 63]"
P10_04_410,P10,P10_04,44:24.9,44:06.0,44:08.6,158761,158916,put the cover on the desk,put-on,1,cover,89,"['cover', 'desk']","[89, 42]"
P10_04_411,P10,P10_04,44:32.4,44:10.7,44:14.2,159044,159255,searching for a spade,search-for,48,spade,1,['spade'],[1]
P10_04_412,P10,P10_04,44:40.0,44:22.3,44:26.5,159737,159992,use the spade to get all of the sprout from the bottom left pot,get-from,0,spade,1,"['spade', 'sprout', 'pot:left']","[1, 258, 29]"
P10_04_413,P10,P10_04,44:46.0,44:26.5,44:28.2,159988,160093,move them into the bottom right pot,move-into,11,pot:right,29,['pot:right'],[29]
P10_04_414,P10,P10_04,44:49.7,44:28.3,44:31.8,160099,160308,get out the spouts,get-out,12,spout,258,['spout'],[258]
P10_04_415,P10,P10_04,45:03.4,44:54.9,44:57.6,161694,161859,put the water into the water thing,put-into,5,water,27,['water'],[27]
P10_04_416,P10,P10_04,45:13.6,44:55.3,44:57.5,161718,161851,clean it with the tap water,clean-with,2,water:tap,0,['water:tap'],[0]
P10_04_417,P10,P10_04,45:15.6,44:57.6,45:02.8,161857,162167,brush the inner side and outer side of the pot with the brush,brush-with,66,pot,29,"['pot', 'brush']","[29, 103]"
P10_04_418,P10,P10_04,45:20.7,45:02.3,45:03.3,162141,162196,switch out the tap water,switch-out,8,water:tap,0,['water:tap'],[0]
P10_04_419,P10,P10_04,45:26.3,45:03.4,45:07.6,162202,162456,clean the pot,clean,2,pot,29,['pot'],[29]
P10_04_42,P10,P10_04,04:56.5,05:03.8,05:06.0,18226,18358,put the fish into the glass bowl,put-into,5,fish,119,"['fish', 'bowl:glass']","[119, 7]"
P10_04_420,P10,P10_04,45:27.3,45:09.7,45:11.6,162579,162696,put the pot on the utensil shelf,put-on,1,pot,29,"['pot', 'shelf:utensil']","[29, 247]"
P10_04_421,P10,P10_04,45:29.5,45:12.7,45:14.2,162759,162852,put down the brush,put-down,1,brush,103,['brush'],[103]
P10_04_422,P10,P10_04,45:33.8,45:14.3,45:19.3,162858,163155,clean the spade,clean,2,spade,1,['spade'],[1]
P10_04_423,P10,P10_04,45:36.8,45:19.6,45:20.7,163175,163245,put the spade back,put,1,spade,1,['spade'],[1]
P10_04_424,P10,P10_04,45:40.1,45:22.1,45:31.1,163328,163868,use another spade to mix the with the sprout,mix-with,10,spade,1,"['spade', 'sprout']","[1, 258]"
P10_04_425,P10,P10_04,45:46.5,45:36.0,45:37.1,164160,164227,look around,look,38,kitchen,157,['kitchen'],[157]
P10_04_426,P10,P10_04,45:50.6,45:36.1,45:41.0,164165,164461,keep on mixing the sprouts with the oil,mix-with,10,sprout,258,"['sprout', 'oil']","[258, 31]"
P10_04_427,P10,P10_04,46:00.1,45:39.5,45:43.6,164372,164613,cook it,cook,45,sprout,258,['sprout'],[258]
P10_04_428,P10,P10_04,46:02.3,45:43.9,45:45.2,164635,164713,put down the spate,put-down,1,spatula,20,['spatula'],[20]
P10_04_429,P10,P10_04,46:05.9,45:45.3,45:52.0,164720,165121,add some salt into the bottom right pot,add-into,46,salt,38,"['salt', 'pot:right']","[38, 29]"
P10_04_43,P10,P10_04,05:00.3,05:06.4,05:08.4,18387,18504,get the knife,get,0,knife,4,['knife'],[4]
P10_04_430,P10,P10_04,46:15.2,45:52.6,46:01.6,165156,165697,get some soil into the pot,get-into,1,soil,38,"['soil', 'pot']","[38, 29]"
P10_04_431,P10,P10_04,46:24.8,46:03.0,46:13.4,165777,166407,put another flavour into the pot,put-into,5,pot,29,['pot'],[29]
P10_04_432,P10,P10_04,46:36.8,46:17.7,46:45.0,166662,168302,use the spade to mix the food inside the pot,mix,10,spade,1,"['spade', 'food', 'pot']","[1, 34, 29]"
P10_04_433,P10,P10_04,47:05.7,46:48.0,46:49.6,168479,168573,switch up the heat of the top left pot,switch-up,70,heat,65,"['heat', 'pot:left']","[65, 29]"
P10_04_434,P10,P10_04,47:13.9,46:56.3,47:09.5,168977,169772,use the chopstick and the spade to mix the sprout with salt and the flavours,mix-with,10,chopstick,80,"['chopstick', 'spade', 'sprout', 'salt']","[80, 1, 258, 38]"
P10_04_435,P10,P10_04,47:33.0,47:23.0,47:25.7,170580,170739,put some rubbish into dustbin,put-into,5,rubbish,54,"['rubbish', 'dustbin']","[54, 36]"
P10_04_436,P10,P10_04,47:38.3,47:25.7,47:27.6,170745,170857,get a bowl,get,0,bowl,7,['bowl'],[7]
P10_04_437,P10,P10_04,47:40.0,47:27.0,47:30.3,170820,171016,put the cover or wash the covers in tap water,put,1,cover,89,"['cover', 'cover', 'water:tap']","[89, 89, 0]"
P10_04_438,P10,P10_04,47:47.9,47:29.8,47:34.8,170990,171290,put the cover on the utensil shelf,put-on,1,cover,89,"['cover', 'shelf:utensil']","[89, 247]"
P10_04_439,P10,P10_04,47:56.4,47:36.2,47:57.2,171374,172632,keep on mixing the sprouts,mix,10,sprout,258,['sprout'],[258]
P10_04_44,P10,P10_04,05:06.6,05:09.0,05:20.4,18541,19226,cut the fish by half,cut-by,7,fish,119,['fish'],[119]
P10_04_440,P10,P10_04,48:21.8,48:01.7,48:16.3,172903,173779,put the cooked sprouts into the bowl,put-into,5,sprout:cooked,258,"['sprout:cooked', 'bowl']","[258, 7]"
P10_04_441,P10,P10_04,48:34.8,48:16.4,48:18.1,173785,173883,switch off the bottom right heat,switch-off,8,heat:right,65,['heat:right'],[65]
P10_04_442,P10,P10_04,48:41.2,48:23.1,48:24.8,174184,174287,put the cooked sprouts on the table,put-on,1,sprout:cooked,258,"['sprout:cooked', 'table']","[258, 42]"
P10_04_443,P10,P10_04,48:48.3,48:27.6,48:32.8,174459,174767,use a glass cover to cover it,cover,36,glass,10,['glass'],[10]
P10_04_444,P10,P10_04,48:57.3,48:38.3,48:41.4,175098,175281,put some cleaning liquid on the brush,put-on,1,liquid:cleaning,22,"['liquid:cleaning', 'brush']","[22, 103]"
P10_04_445,P10,P10_04,49:01.7,48:55.3,49:01.6,176118,176498,clean the chopstick,clean,2,chopstick,80,['chopstick'],[80]
P10_04_446,P10,P10_04,49:04.1,49:01.3,49:05.2,176480,176709,clean the inner side of the pot,clean,2,pot,29,['pot'],[29]
P10_04_447,P10,P10_04,49:22.1,49:05.3,49:09.9,176715,176996,clean the inner side of the pot,clean,2,pot,29,['pot'],[29]
P10_04_448,P10,P10_04,49:28.6,49:09.6,49:16.8,176979,177411,use tap water to wash the pot and the brush,wash,2,water:tap,0,"['water:tap', 'pot', 'brush']","[0, 29, 103]"
P10_04_449,P10,P10_04,49:40.0,49:14.5,49:24.4,177272,177862,wash the pot,wash,2,pot,29,['pot'],[29]
P10_04_45,P10,P10_04,05:15.7,05:21.0,05:26.9,19259,19612,cut the fish again,cut,7,fish,119,['fish'],[119]
P10_04_450,P10,P10_04,49:42.5,49:24.1,49:25.3,177847,177920,switch off the tap water,switch-off,8,water:tap,0,['water:tap'],[0]
P10_04_451,P10,P10_04,49:45.3,49:25.4,49:29.1,177922,178147,push the pot on the utensil shelf,push-on,21,pot,29,"['pot', 'shelf:utensil']","[29, 247]"
P10_04_452,P10,P10_04,49:47.5,49:29.4,49:32.5,178162,178347,push put the chopsticks in the utensil shelf,push,21,chopstick,80,"['chopstick', 'shelf:utensil']","[80, 247]"
P10_04_453,P10,P10_04,49:52.0,49:32.4,49:35.4,178343,178522,grab up another bowl,grab-up,0,bowl,7,['bowl'],[7]
P10_04_454,P10,P10_04,49:54.1,49:36.0,49:37.4,178562,178645,put it on the desk,put-on,1,desk,42,['desk'],[42]
P10_04_455,P10,P10_04,49:57.2,49:47.0,49:52.5,179222,179550,use the clothes to clean the stove,clean,2,clothes,73,"['clothes', 'stove']","[73, 24]"
P10_04_456,P10,P10_04,50:12.3,49:53.0,49:54.4,179581,179665,remove the dust into the dustbin,remove-into,12,dust,54,"['dust', 'dustbin']","[54, 36]"
P10_04_457,P10,P10_04,50:17.6,49:56.4,50:01.4,179785,180087,get another bowl,get,0,bowl,7,['bowl'],[7]
P10_04_458,P10,P10_04,50:20.1,50:01.5,50:02.8,180091,180170,switch on the tap water,switch-on,6,water:tap,0,['water:tap'],[0]
P10_04_459,P10,P10_04,50:28.3,50:05.4,50:06.8,180322,180406,get plastic spade,get,0,spade:plastic,1,['spade:plastic'],[1]
P10_04_46,P10,P10_04,05:21.5,05:27.1,05:29.9,19628,19792,put the fish fragments into the glass bowl,put-into,5,fragment:fish,119,"['fragment:fish', 'bowl:glass']","[119, 7]"
P10_04_460,P10,P10_04,50:33.1,50:12.1,50:13.7,180726,180822,get another bowl,get,0,bowl,7,['bowl'],[7]
P10_04_461,P10,P10_04,50:35.8,50:17.5,50:26.5,181048,181591,get cooked rice from the pot into the bowl,get,0,rice:cooked,55,"['rice:cooked', 'pot', 'bowl']","[55, 29, 7]"
P10_04_462,P10,P10_04,50:45.4,50:26.6,50:28.4,181597,181705,put it on the table,put-on,1,table,42,['table'],[42]
P10_04_463,P10,P10_04,50:47.1,50:28.9,50:36.8,181733,182206,put the second fill the rice with second bowl,put,1,rice,55,"['rice', 'bowl:second']","[55, 7]"
P10_04_464,P10,P10_04,50:56.5,50:37.7,50:39.9,182263,182395,put it on the table,put-on,1,table,42,['table'],[42]
P10_04_465,P10,P10_04,51:04.8,50:54.6,50:55.6,183274,183334,get two chopsticks,get,0,chopstick,80,['chopstick'],[80]
P10_04_466,P10,P10_04,51:20.7,51:01.2,51:05.4,183669,183927,put the spade back into the electronic pot,put-into,5,spade,1,"['spade', 'pot:electronic']","[1, 152]"
P10_04_467,P10,P10_04,51:32.4,51:12.3,51:17.6,184336,184654,shake the pot,shake,15,pot,29,['pot'],[29]
P10_04_468,P10,P10_04,51:33.4,51:18.7,51:27.9,184719,185276,cook the fish into the glass bowl,cook-into,45,fish,119,"['fish', 'bowl:glass']","[119, 7]"
P10_04_469,P10,P10_04,51:49.5,51:32.2,51:41.1,185534,186063,put some hot water into the pot,put-into,5,water:hot,27,"['water:hot', 'pot']","[27, 29]"
P10_04_47,P10,P10_04,05:29.9,05:30.6,05:41.4,19839,20486,cut the fish into several pieces,cut-into,7,fish,119,['fish'],[119]
P10_04_470,P10,P10_04,51:59.6,51:41.2,51:42.8,186069,186170,put it onto the top right heater,put-onto,1,heater:right,267,['heater:right'],[267]
P10_04_471,P10,P10_04,52:07.0,51:46.1,51:54.7,186365,186881,put some tap water into the filter,put-into,5,water:tap,0,"['water:tap', 'filter']","[0, 77]"
P10_04_472,P10,P10_04,52:17.2,51:58.7,52:00.1,187122,187208,put it on the desk,put-on,1,desk,42,['desk'],[42]
P10_04_473,P10,P10_04,52:19.7,52:00.9,52:03.7,187256,187420,put the cooked fish on the table,put-on,1,fish:cooked,119,"['fish:cooked', 'table']","[119, 42]"
P10_04_474,P10,P10_04,52:31.2,52:04.1,52:06.8,187444,187609,use a cover to cover the top left pot,cover,36,top,42,"['top', 'pot:left']","[42, 29]"
P10_04_475,P10,P10_04,52:35.0,52:25.0,52:25.8,188700,188751,cover the salt,cover,36,salt,38,['salt'],[38]
P10_04_476,P10,P10_04,52:37.0,52:25.9,52:27.4,188757,188844,use a cloth to clean the table top,clean,2,cloth,17,"['cloth', 'top:table']","[17, 42]"
P10_04_477,P10,P10_04,52:42.8,52:27.5,52:30.0,188850,188998,clean the stove,clean,2,stove,24,['stove'],[24]
P10_04_478,P10,P10_04,52:45.3,52:30.1,52:31.2,189004,189069,switch out the top left pot,switch-out,8,pot:left,29,['pot:left'],[29]
P10_04_479,P10,P10_04,52:50.6,52:31.5,52:37.8,189087,189468,use the tap water to wash the clothes,wash,2,water:tap,0,"['water:tap', 'clothes']","[0, 73]"
P10_04_48,P10,P10_04,05:35.5,05:42.7,05:44.8,20564,20689,get another fish,get,0,fish,119,['fish'],[119]
P10_04_480,P10,P10_04,52:57.2,52:37.9,52:41.1,189474,189665,put some cleaning liquids on the clothes,put-on,1,liquid:cleaning,22,"['liquid:cleaning', 'clothes']","[22, 73]"
P10_04_481,P10,P10_04,53:01.4,52:40.3,52:50.5,189617,190227,and wash it,wash,2,liquid:cleaning,22,['liquid:cleaning'],[22]
P10_04_482,P10,P10_04,53:09.1,52:50.2,52:53.8,190210,190426,use water to clean it,clean,2,water,27,['water'],[27]
P10_04_483,P10,P10_04,53:12.7,52:53.2,53:02.3,190390,190937,use tap water to clean it,clean,2,water:tap,0,['water:tap'],[0]
P10_04_484,P10,P10_04,53:14.4,52:58.8,53:06.3,190729,191179,twist the clothes to remove the water,twist,78,clothes,73,"['clothes', 'water']","[73, 27]"
P10_04_485,P10,P10_04,53:25.4,53:11.0,53:13.6,191462,191615,clean the stove using the clothes again,clean,2,stove,24,"['stove', 'clothes']","[24, 73]"
P10_04_486,P10,P10_04,53:33.3,53:11.3,53:20.4,191478,192022,clean the electronic stove,clean,2,stove:electronic,24,['stove:electronic'],[24]
P10_04_487,P10,P10_04,53:32.3,53:13.7,53:15.7,191621,191742,clean the stove,clean,2,stove,24,['stove'],[24]
P10_04_488,P10,P10_04,53:39.1,53:20.1,53:21.3,192008,192081,remove the pressure pot,remove,12,pot:pressure,29,['pot:pressure'],[29]
P10_04_489,P10,P10_04,53:43.4,53:23.0,53:30.0,192178,192603,clean the backside of the stove,clean,2,stove,24,['stove'],[24]
P10_04_49,P10,P10_04,05:42.3,05:47.3,05:51.2,20840,21069,cut the fish into two parts,cut-into,7,fish,119,['fish'],[119]
P10_04_490,P10,P10_04,53:50.7,53:32.5,53:36.9,192750,193014,clean the top of the pressure pot,clean,2,top,42,"['top', 'pot:pressure']","[42, 29]"
P10_04_491,P10,P10_04,53:53.0,53:36.8,53:38.4,193009,193104,clean the side of the pressure pot,clean,2,side,42,"['side', 'pot:pressure']","[42, 29]"
P10_04_492,P10,P10_04,53:56.7,53:37.7,53:41.1,193062,193266,clean the stove,clean,2,stove,24,['stove'],[24]
P10_04_493,P10,P10_04,54:14.6,53:50.9,53:53.7,193853,194023,use tap water,use,76,water:tap,0,['water:tap'],[0]
P10_04_494,P10,P10_04,54:15.6,53:53.8,53:58.1,194029,194286,clean the clothes,clean,2,clothes,73,['clothes'],[73]
P10_04_495,P10,P10_04,54:17.0,53:58.2,54:00.4,194292,194426,place the clothes to remove actual water,place,1,clothes,73,"['clothes', 'water:actual']","[73, 27]"
P10_04_496,P10,P10_04,54:24.5,54:06.3,54:07.4,194777,194844,put it on the water sink,put-on,1,sink:water,63,['sink:water'],[63]
P10_04_497,P10,P10_04,53:59.5,54:07.0,54:07.8,194818,194869,switch on the heat again,switch-on,6,heat,65,['heat'],[65]
P10_04_498,P10,P10_04,54:28.7,54:07.5,54:10.1,194850,195009,clean the water sink,clean,2,sink:water,63,['sink:water'],[63]
P10_04_499,P10,P10_04,54:07.7,54:12.6,54:13.8,195156,195228,clean the close,clean,2,sink:water,63,['sink:water'],[63]
P10_04_5,P10,P10_04,00:38.2,00:44.0,00:47.3,2640,2835,put the fish on the cutting board,put-on,1,fish,119,"['fish', 'board:cutting']","[119, 18]"
P10_04_50,P10,P10_04,05:48.7,05:54.0,05:57.8,21242,21469,cut it again,cut,7,fish,119,['fish'],[119]
P10_04_500,P10,P10_04,54:38.7,54:20.0,54:24.2,195598,195852,use tap water to clean the cover of water sink,clean,2,water:tap:cover:sink,27,['water:tap:cover:sink'],[27]
P10_04_501,P10,P10_04,54:42.9,54:24.1,54:26.5,195843,195991,put the cover back onto the water sink,put-onto,1,cover,89,"['cover', 'sink:water']","[89, 63]"
P10_04_502,P10,P10_04,54:53.5,54:28.9,54:38.5,196132,196711,get the plastic bag rubbish bag,get,0,bag:plastic,19,"['bag:plastic', 'bag']","[19, 19]"
P10_04_503,P10,P10_04,54:58.7,54:48.0,54:51.0,197280,197461,and seals it,seal,36,bag:plastic,19,['bag:plastic'],[19]
P10_04_504,P10,P10_04,55:00.8,54:51.1,54:56.0,197467,197760,seals dust the bag,seal,36,bag,19,['bag'],[19]
P10_04_505,P10,P10_04,55:16.4,54:56.1,55:03.3,197764,198200,put it outside my flat,put-outside,1,bag,19,['bag'],[19]
P10_04_507,P10,P10_04,55:27.1,55:07.0,55:13.5,198418,198810,get another bag,get,0,bag,19,['bag'],[19]
P10_04_508,P10,P10_04,55:33.8,55:15.1,55:33.4,198908,200004,put the bag into the dustbin,put-into,5,bag,19,"['bag', 'dustbin']","[19, 36]"
P10_04_509,P10,P10_04,55:48.7,55:31.0,55:33.5,199861,200011,put the cover of the dustbin,put,1,cover,89,"['cover', 'dustbin']","[89, 36]"
P10_04_51,P10,P10_04,05:51.1,05:58.0,06:01.1,21478,21669,cut it a third time,cut,7,cover,89,['cover'],[89]
P10_04_510,P10,P10_04,55:52.1,55:33.7,55:37.9,200019,200276,wash my hands using tap water,wash,2,hand:my,11,"['hand:my', 'water:tap']","[11, 0]"
P10_04_511,P10,P10_04,56:00.8,55:40.1,55:44.5,200408,200672,get my mobile phone,get,0,phone:mobile,165,['phone:mobile'],[165]
P10_04_52,P10,P10_04,05:52.4,06:01.2,06:04.9,21672,21894,put the fish fragments into the glass bowl,put-into,5,fragment:fish,119,"['fragment:fish', 'bowl:glass']","[119, 7]"
P10_04_53,P10,P10_04,06:04.5,06:11.8,06:14.8,22305,22488,wash the cutting board,wash,2,board:cutting,18,['board:cutting'],[18]
P10_04_54,P10,P10_04,06:07.7,06:14.9,06:17.4,22494,22647,put the cutting board back,put,1,board:cutting,18,['board:cutting'],[18]
P10_04_55,P10,P10_04,06:10.7,06:17.7,06:22.1,22660,22925,wash the knife,wash,2,knife,4,['knife'],[4]
P10_04_56,P10,P10_04,06:13.8,06:22.2,06:25.0,22931,23099,put the knife on the utensil shelf,put-on,1,knife,4,"['knife', 'shelf:utensil']","[4, 247]"
P10_04_57,P10,P10_04,06:18.8,06:25.1,06:27.2,23106,23233,open the cabinet,open,3,cabinet,3,['cabinet'],[3]
P10_04_58,P10,P10_04,06:21.5,06:26.7,06:28.7,23204,23320,get some flour,get,0,flour,75,['flour'],[75]
P10_04_59,P10,P10_04,06:26.4,06:32.2,06:36.8,23530,23808,wash the fish,wash,2,fish,119,['fish'],[119]
P10_04_6,P10,P10_04,00:40.8,00:47.4,00:49.7,2841,2985,throw the cover into the dustbin,throw-into,13,cover,89,"['cover', 'dustbin']","[89, 36]"
P10_04_60,P10,P10_04,06:29.9,06:36.7,06:39.7,23800,23980,remove the water from the glass bowl,remove-from,12,water,27,"['water', 'bowl:glass']","[27, 7]"
P10_04_61,P10,P10_04,06:34.5,06:40.8,06:51.9,24048,24712,put some flour into the fish,put-into,5,flour,75,"['flour', 'fish']","[75, 119]"
P10_04_62,P10,P10_04,06:45.9,06:52.4,06:53.9,24744,24835,get a pair of chopstick,get,0,pair:chopstick,80,['pair:chopstick'],[80]
P10_04_63,P10,P10_04,06:49.4,06:54.0,07:00.7,24841,25240,mix the flour with the fish,mix-with,10,flour,75,"['flour', 'fish']","[75, 119]"
P10_04_64,P10,P10_04,06:57.2,07:00.8,07:13.0,25246,25977,remove the water from the glass bowl,remove-from,12,water,27,"['water', 'bowl:glass']","[27, 7]"
P10_04_65,P10,P10_04,07:06.9,07:14.2,07:15.3,26055,26119,collect a piece of fish from the sink,collect,63,piece:fish,119,"['piece:fish', 'sink']","[119, 63]"
P10_04_66,P10,P10_04,07:10.8,07:15.4,07:17.6,26125,26256,wash it,wash,2,piece:fish,119,['piece:fish'],[119]
P10_04_67,P10,P10_04,07:11.8,07:18.1,07:19.3,26287,26357,put it back in the glass bowl,put-in,5,bowl:glass,7,['bowl:glass'],[7]
P10_04_68,P10,P10_04,07:14.9,07:20.6,07:28.3,26433,26899,mix the fish with the flour,mix-with,10,fish,119,"['fish', 'flour']","[119, 75]"
P10_04_69,P10,P10_04,07:22.6,07:29.5,07:37.2,26967,27430,put some plain flour more plain flour into the glass bowl,put-into,5,flour:plain,75,"['flour:plain', 'flour:plain', 'bowl:glass']","[75, 75, 7]"
P10_04_7,P10,P10_04,00:45.1,00:49.5,00:58.3,2971,3500,wash the fish,wash,2,fish,119,['fish'],[119]
P10_04_70,P10,P10_04,07:31.7,07:38.1,07:48.8,27484,28128,keep on mixing the fish with the flour,mix-with,10,fish,119,"['fish', 'flour']","[119, 75]"
P10_04_71,P10,P10_04,07:43.5,07:49.4,07:51.5,28164,28289,close the bag of flour and put it back into the cabinet,close,4,bag:flour,19,"['bag:flour', 'cabinet']","[19, 3]"
P10_04_72,P10,P10_04,07:51.7,07:57.0,07:59.3,28621,28758,check the pot,check,24,pot,29,['pot'],[29]
P10_04_73,P10,P10_04,08:02.1,08:00.2,08:15.2,28813,29709,switch the position of the pressure pot with the black pot,switch,88,pot:pressure,29,"['pot:pressure', 'pot:black']","[29, 29]"
P10_04_74,P10,P10_04,08:11.7,08:18.8,08:21.4,29925,30084,switch on the hob,switch-on,6,hob,24,['hob'],[24]
P10_04_75,P10,P10_04,08:13.2,08:18.8,08:23.3,29929,30200,turn on the hob number one,turn-on,6,number:hob,24,['number:hob'],[24]
P10_04_76,P10,P10_04,08:19.7,08:26.7,08:31.0,30399,30657,put some olive oil into the pot,put-into,5,oil:olive,31,"['oil:olive', 'pot']","[31, 29]"
P10_04_77,P10,P10_04,08:23.0,08:31.6,08:34.7,30693,30882,put the olive oil into another pot,put-into,5,oil:olive,31,"['oil:olive', 'pot']","[31, 29]"
P10_04_78,P10,P10_04,08:28.6,08:36.0,08:38.4,30958,31104,shake the pot,shake,15,pot,29,['pot'],[29]
P10_04_79,P10,P10_04,08:35.6,08:40.8,08:43.0,31246,31381,get some,get,0,floor,159,['floor'],[159]
P10_04_8,P10,P10_04,00:56.4,00:59.0,01:04.3,3538,3856,get,get,0,kitchen,157,['kitchen'],[157]
P10_04_80,P10,P10_04,08:50.0,08:56.8,08:57.5,32210,32248,open the refrigerator,open,3,refrigerator,12,['refrigerator'],[12]
P10_04_81,P10,P10_04,08:56.0,08:58.8,09:03.3,32327,32599,check a box a bottle,check,24,box,23,"['box', 'bottle']","[23, 15]"
P10_04_82,P10,P10_04,09:01.8,09:07.3,09:10.0,32839,33003,get another bottle of something,get,0,bottle:something,15,['bottle:something'],[15]
P10_04_84,P10,P10_04,09:29.9,09:21.6,09:27.9,33697,34074,get the bean curd source number one,get,0,number:bean:curd:source,81,['number:bean:curd:source'],[81]
P10_04_85,P10,P10_04,09:21.3,09:21.8,09:30.3,33709,34215,use the chopstick to get some salted bean curd into the bowl,get-into,1,chopstick,80,"['chopstick', 'curd:salted:bean', 'bowl']","[80, 81, 7]"
P10_04_86,P10,P10_04,09:38.5,09:30.4,09:50.9,34225,35452,get some chinese vinegar,get,0,vinegar:chinese,134,['vinegar:chinese'],[134]
